State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,
South Carolina,5/29/2021,"1,987",5/22/2021,"38,379","2,018,676",1.9,
South Carolina,6/5/2021,"1,894",5/29/2021,"34,192","2,018,676",1.69,
South Carolina,6/12/2021,"1,735",6/5/2021,"36,842","2,018,676",1.83,
South Carolina,6/19/2021,"1,673",6/12/2021,"33,305","2,018,676",1.65,
South Carolina,6/26/2021,"1,676",6/19/2021,"33,489","2,018,676",1.66,
South Carolina,7/3/2021,"2,194",6/26/2021,"32,389","2,018,676",1.6,
South Carolina,7/10/2021,"2,518",7/3/2021,"46,007","2,000,235",2.3,
South Carolina,7/17/2021,"2,496",7/10/2021,"42,714","2,000,235",2.14,
South Carolina,7/24/2021,"1,503",7/17/2021,"37,023","2,000,235",1.85,
South Carolina,7/31/2021,"1,363",7/24/2021,"36,016","2,000,235",1.8,
South Carolina,8/7/2021,"1,445",7/31/2021,"34,672","2,000,235",1.73,
South Carolina,8/14/2021,"1,439",8/7/2021,"32,394","2,000,235",1.62,
South Carolina,8/21/2021,"1,576",8/14/2021,"30,621","2,000,235",1.53,
South Carolina,8/28/2021,"1,321",8/21/2021,"30,621","2,000,235",1.53,
South Carolina,9/4/2021,"1,262",8/28/2021,"26,864","2,000,235",1.34,
South Carolina,9/11/2021,"2,456",9/4/2021,"26,145","2,000,235",1.31,
South Carolina,9/18/2021,"1,625",9/11/2021,"24,474","2,000,235",1.22,
South Carolina,9/25/2021,"1,132",9/18/2021,"22,281","2,000,235",1.11,
South Carolina,10/2/2021,"1,160",9/25/2021,"20,659","2,000,235",1.03,
South Carolina,10/9/2021,"1,311",10/2/2021,"19,307","1,983,514",0.97,
South Carolina,10/16/2021,"1,060",10/9/2021,"17,761","1,983,514",0.9,
South Carolina,10/23/2021,"1,247",10/16/2021,"16,249","1,983,514",0.82,
South Carolina,10/30/2021,"1,126",10/23/2021,"14,870","1,983,514",0.75,
South Carolina,11/6/2021,"1,311",10/30/2021,"13,435","1,983,514",0.68,
South Dakota,1/4/2020,398,12/28/2019,"2,798","416,296",0.67,
South Dakota,1/11/2020,468,1/4/2020,"2,970","417,030",0.71,
South Dakota,1/18/2020,338,1/11/2020,"2,995","417,030",0.72,
South Dakota,1/25/2020,291,1/18/2020,"3,071","417,030",0.74,
South Dakota,2/1/2020,217,1/25/2020,"3,155","417,030",0.76,
South Dakota,2/8/2020,223,2/1/2020,"3,117","417,030",0.75,
South Dakota,2/15/2020,194,2/8/2020,"3,196","417,030",0.77,
South Dakota,2/22/2020,191,2/15/2020,"3,164","417,030",0.76,
South Dakota,2/29/2020,159,2/22/2020,"3,116","417,030",0.75,
South Dakota,3/7/2020,185,2/29/2020,"3,059","417,030",0.73,
South Dakota,3/14/2020,190,3/7/2020,"2,870","417,030",0.69,
South Dakota,3/21/2020,"1,761",3/14/2020,"2,674","417,030",0.64,
South Dakota,3/28/2020,"6,801",3/21/2020,"3,538","417,030",0.85,
South Dakota,4/4/2020,"8,138",3/28/2020,"7,568","417,030",1.81,
South Dakota,4/11/2020,"6,359",4/4/2020,"14,431","417,997",3.45,
South Dakota,4/18/2020,"5,295",4/11/2020,"19,664","417,997",4.7,
South Dakota,4/25/2020,"5,535",4/18/2020,"22,707","417,997",5.43,
South Dakota,5/2/2020,"3,929",4/25/2020,"23,791","417,997",5.69,
South Dakota,5/9/2020,"5,269",5/2/2020,"23,388","417,997",5.6,
South Dakota,5/16/2020,"3,891",5/9/2020,"25,186","417,997",6.03,
South Dakota,5/23/2020,"3,471",5/16/2020,"22,454","417,997",5.37,
South Dakota,5/30/2020,"1,498",5/23/2020,"19,629","417,997",4.7,
South Dakota,6/6/2020,880,5/30/2020,"20,573","417,997",4.92,
South Dakota,6/13/2020,"1,065",6/6/2020,"18,649","417,997",4.46,
South Dakota,6/20/2020,910,6/13/2020,"17,163","417,997",4.11,
South Dakota,6/27/2020,644,6/20/2020,"17,142","417,997",4.1,
South Dakota,7/4/2020,835,6/27/2020,"15,942","417,997",3.81,
South Dakota,7/11/2020,"1,216",7/4/2020,"18,722","418,749",4.47,
South Dakota,7/18/2020,772,7/11/2020,"16,600","418,749",3.96,
South Dakota,7/25/2020,808,7/18/2020,"15,643","418,749",3.74,
South Dakota,8/1/2020,775,7/25/2020,"15,464","418,749",3.69,
South Dakota,8/8/2020,973,8/1/2020,"14,715","418,749",3.51,
South Dakota,8/15/2020,784,8/8/2020,"8,949","418,749",2.14,
South Dakota,8/22/2020,802,8/15/2020,"9,117","418,749",2.18,
South Dakota,8/29/2020,630,8/22/2020,"10,778","418,749",2.57,
South Dakota,9/5/2020,585,8/29/2020,"9,165","418,749",2.19,
South Dakota,9/12/2020,376,9/5/2020,"6,673","418,749",1.59,
South Dakota,9/19/2020,551,9/12/2020,"6,950","418,749",1.66,
South Dakota,9/26/2020,267,9/19/2020,"6,167","418,749",1.47,
South Dakota,10/3/2020,444,9/26/2020,"5,078","418,749",1.21,
South Dakota,10/10/2020,443,10/3/2020,"5,469","419,422",1.3,
South Dakota,10/17/2020,485,10/10/2020,"4,320","419,422",1.03,
South Dakota,10/24/2020,482,10/17/2020,"4,539","419,422",1.08,
South Dakota,10/31/2020,856,10/24/2020,"3,813","419,422",0.91,
South Dakota,11/7/2020,568,10/31/2020,"3,856","419,422",0.92,
South Dakota,11/14/2020,513,11/7/2020,"3,480","419,422",0.83,
South Dakota,11/21/2020,746,11/14/2020,"3,837","419,422",0.91,
South Dakota,11/28/2020,436,11/21/2020,"3,015","419,422",0.72,
South Dakota,12/5/2020,904,11/28/2020,"3,924","419,422",0.94,
South Dakota,12/12/2020,926,12/5/2020,"3,844","419,422",0.92,
South Dakota,12/19/2020,770,12/12/2020,"4,226","419,422",1.01,
South Dakota,12/26/2020,655,12/19/2020,"3,684","419,422",0.88,
South Dakota,1/2/2021,603,12/26/2020,"4,746","419,422",1.13,
South Dakota,1/9/2021,985,1/2/2021,"6,199","411,469",1.51,
South Dakota,1/16/2021,750,1/9/2021,"5,675","411,469",1.38,
South Dakota,1/23/2021,580,1/16/2021,"4,916","411,469",1.19,
South Dakota,1/30/2021,611,1/23/2021,"5,356","411,469",1.3,
South Dakota,2/6/2021,646,1/30/2021,"5,579","411,469",1.36,
South Dakota,2/13/2021,608,2/6/2021,"5,661","411,469",1.38,
South Dakota,2/20/2021,496,2/13/2021,"5,499","411,469",1.34,
South Dakota,2/27/2021,441,2/20/2021,"5,966","411,469",1.45,
South Dakota,3/6/2021,298,2/27/2021,"5,671","411,469",1.38,
South Dakota,3/13/2021,355,3/6/2021,"4,952","411,469",1.2,
South Dakota,3/20/2021,295,3/13/2021,"4,827","411,469",1.17,
South Dakota,3/27/2021,299,3/20/2021,"4,849","411,469",1.18,
South Dakota,4/3/2021,314,3/27/2021,"3,742","411,469",0.91,
South Dakota,4/10/2021,290,4/3/2021,"3,138","407,526",0.77,
South Dakota,4/17/2021,335,4/10/2021,"3,094","407,526",0.76,
South Dakota,4/24/2021,388,4/17/2021,"2,948","407,526",0.72,
South Dakota,5/1/2021,264,4/24/2021,"3,202","407,526",0.79,
South Dakota,5/8/2021,305,5/1/2021,"2,639","407,526",0.65,
South Dakota,5/15/2021,409,5/8/2021,"2,523","407,526",0.62,
South Dakota,5/22/2021,232,5/15/2021,"2,483","407,526",0.61,
South Dakota,5/29/2021,263,5/22/2021,"2,165","407,526",0.53,
South Dakota,6/5/2021,253,5/29/2021,"1,594","407,526",0.39,
South Dakota,6/12/2021,306,6/5/2021,"1,965","407,526",0.48,
South Dakota,6/19/2021,216,6/12/2021,"2,473","407,526",0.61,
South Dakota,6/26/2021,188,6/19/2021,"1,724","407,526",0.42,
South Dakota,7/3/2021,233,6/26/2021,"1,668","407,526",0.41,
South Dakota,7/10/2021,264,7/3/2021,"1,580","405,490",0.39,
South Dakota,7/17/2021,195,7/10/2021,"1,595","405,490",0.39,
South Dakota,7/24/2021,161,7/17/2021,"1,378","405,490",0.34,
South Dakota,7/31/2021,153,7/24/2021,"4,297","405,490",1.06,
South Dakota,8/7/2021,194,7/31/2021,"1,565","405,490",0.39,
South Dakota,8/14/2021,174,8/7/2021,"1,491","405,490",0.37,
South Dakota,8/21/2021,176,8/14/2021,"1,580","405,490",0.39,
South Dakota,8/28/2021,140,8/21/2021,"1,425","405,490",0.35,
South Dakota,9/4/2021,195,8/28/2021,"1,366","405,490",0.34,
South Dakota,9/11/2021,167,9/4/2021,"1,104","405,490",0.27,
South Dakota,9/18/2021,170,9/11/2021,"1,003","405,490",0.25,
South Dakota,9/25/2021,120,9/18/2021,838,"405,490",0.21,
South Dakota,10/2/2021,132,9/25/2021,734,"405,490",0.18,
South Dakota,10/9/2021,171,10/2/2021,706,"403,812",0.17,
South Dakota,10/16/2021,174,10/9/2021,655,"403,812",0.16,
South Dakota,10/23/2021,180,10/16/2021,724,"403,812",0.18,
South Dakota,10/30/2021,212,10/23/2021,771,"403,812",0.19,
South Dakota,11/6/2021,242,10/30/2021,"1,015","403,812",0.25,
Tennessee,1/4/2020,"3,084",12/28/2019,"22,163","3,250,062",0.68,
Tennessee,1/11/2020,"3,711",1/4/2020,"22,398","3,263,988",0.69,
Tennessee,1/18/2020,"3,093",1/11/2020,"20,441","3,263,988",0.63,
Tennessee,1/25/2020,"2,484",1/18/2020,"20,786","3,263,988",0.64,
Tennessee,2/1/2020,"2,362",1/25/2020,"21,364","3,263,988",0.65,
Tennessee,2/8/2020,"2,161",2/1/2020,"20,670","3,263,988",0.63,
Tennessee,2/15/2020,"2,140",2/8/2020,"20,485","3,263,988",0.63,
Tennessee,2/22/2020,"1,855",2/15/2020,"20,139","3,263,988",0.62,
Tennessee,2/29/2020,"2,014",2/22/2020,"20,413","3,263,988",0.63,
Tennessee,3/7/2020,"2,032",2/29/2020,"19,035","3,263,988",0.58,
Tennessee,3/14/2020,"2,702",3/7/2020,"18,450","3,263,988",0.57,
Tennessee,3/21/2020,"38,077",3/14/2020,"18,350","3,263,988",0.56,
Tennessee,3/28/2020,"92,500",3/21/2020,"37,541","3,263,988",1.15,
Tennessee,4/4/2020,"112,186",3/28/2020,"116,179","3,263,988",3.56,
Tennessee,4/11/2020,"71,887",4/4/2020,"206,472","3,278,927",6.3,
Tennessee,4/18/2020,"67,226",4/11/2020,"279,895","3,278,927",8.54,
Tennessee,4/25/2020,"42,805",4/18/2020,"341,033","3,278,927",10.4,
Tennessee,5/2/2020,"36,323",4/25/2020,"340,249","3,278,927",10.38,
Tennessee,5/9/2020,"28,377",5/2/2020,"343,212","3,278,927",10.47,
Tennessee,5/16/2020,"27,990",5/9/2020,"332,745","3,278,927",10.15,
Tennessee,5/23/2020,"25,439",5/16/2020,"327,768","3,278,927",10,
Tennessee,5/30/2020,"22,255",5/23/2020,"322,117","3,278,927",9.82,
Tennessee,6/6/2020,"20,908",5/30/2020,"310,065","3,278,927",9.46,
Tennessee,6/13/2020,"19,413",6/6/2020,"297,873","3,278,927",9.08,
Tennessee,6/20/2020,"20,506",6/13/2020,"283,631","3,278,927",8.65,
Tennessee,6/27/2020,"21,544",6/20/2020,"279,199","3,278,927",8.51,
Tennessee,7/4/2020,"24,920",6/27/2020,"273,815","3,278,927",8.35,
Tennessee,7/11/2020,"22,060",7/4/2020,"268,220","3,310,273",8.1,
Tennessee,7/18/2020,"25,773",7/11/2020,"260,009","3,310,273",7.85,
Tennessee,7/25/2020,"20,091",7/18/2020,"258,469","3,310,273",7.81,
Tennessee,8/1/2020,"12,208",7/25/2020,"242,385","3,310,273",7.32,
Tennessee,8/8/2020,"10,620",8/1/2020,"224,750","3,310,273",6.79,
Tennessee,8/15/2020,"14,413",8/8/2020,"219,023","3,310,827",6.62,
Tennessee,8/22/2020,"11,588",8/15/2020,"204,952","3,310,827",6.19,
Tennessee,8/29/2020,"12,876",8/22/2020,"199,408","3,310,827",6.02,
Tennessee,9/5/2020,"12,310",8/29/2020,"192,911","3,310,827",5.83,
Tennessee,9/12/2020,"11,316",9/5/2020,"178,952","3,310,827",5.41,
Tennessee,9/19/2020,"11,793",9/12/2020,"167,778","3,310,827",5.07,
Tennessee,9/26/2020,"10,311",9/19/2020,"151,690","3,310,827",4.58,
Tennessee,10/3/2020,"10,077",9/26/2020,"139,780","3,310,827",4.22,
Tennessee,10/10/2020,"10,810",10/3/2020,"100,911","3,322,994",3.04,
Tennessee,10/17/2020,"10,412",10/10/2020,"88,163","3,322,994",2.65,
Tennessee,10/24/2020,"8,113",10/17/2020,"80,068","3,322,994",2.41,
Tennessee,10/31/2020,"7,447",10/24/2020,"72,550","3,322,994",2.18,
Tennessee,11/7/2020,"7,727",10/31/2020,"65,232","3,322,994",1.96,
Tennessee,11/14/2020,"6,567",11/7/2020,"60,963","3,322,994",1.83,
Tennessee,11/21/2020,"7,295",11/14/2020,"56,609","3,322,994",1.7,
Tennessee,11/28/2020,"6,186",11/21/2020,"50,970","3,322,994",1.53,
Tennessee,12/5/2020,"6,856",11/28/2020,"47,466","3,322,994",1.43,
Tennessee,12/12/2020,"7,435",12/5/2020,"45,186","3,322,994",1.36,
Tennessee,12/19/2020,"7,386",12/12/2020,"44,462","3,322,994",1.34,
Tennessee,12/26/2020,"10,150",12/19/2020,"46,198","3,322,994",1.39,
Tennessee,1/2/2021,"16,931",12/26/2020,"55,815","3,322,994",1.68,
Tennessee,1/9/2021,"21,954",1/2/2021,"58,945","3,322,994",1.77,
Tennessee,1/16/2021,"19,318",1/9/2021,"53,163","3,322,994",1.6,
Tennessee,1/23/2021,"13,302",1/16/2021,"52,317","3,317,618",1.58,
Tennessee,1/30/2021,"11,497",1/23/2021,"54,280","3,317,618",1.64,
Tennessee,2/6/2021,"10,761",1/30/2021,"55,379","3,317,618",1.67,
Tennessee,2/13/2021,"8,596",2/6/2021,"53,974","3,317,618",1.63,
Tennessee,2/20/2021,"12,583",2/13/2021,"51,144","3,317,618",1.54,
Tennessee,2/27/2021,"10,778",2/20/2021,"58,673","3,317,618",1.77,
Tennessee,3/6/2021,"7,999",2/27/2021,"50,633","3,317,618",1.53,
Tennessee,3/13/2021,"8,277",3/6/2021,"47,464","3,317,618",1.43,
Tennessee,3/20/2021,"6,431",3/13/2021,"43,752","3,317,618",1.32,
Tennessee,3/27/2021,"8,150",3/20/2021,"43,961","3,317,618",1.33,
Tennessee,4/3/2021,"11,407",3/27/2021,"44,668","3,317,618",1.35,
Tennessee,4/10/2021,"11,421",4/3/2021,"47,568","3,290,111",1.45,
Tennessee,4/17/2021,"13,900",4/10/2021,"48,744","3,290,111",1.48,
Tennessee,4/24/2021,"9,837",4/17/2021,"53,538","3,290,111",1.63,
Tennessee,5/1/2021,"8,255",4/24/2021,"52,236","3,290,111",1.59,
Tennessee,5/8/2021,"8,543",5/1/2021,"53,223","3,290,111",1.62,
Tennessee,5/15/2021,"7,721",5/8/2021,"53,307","3,290,111",1.62,
Tennessee,5/22/2021,"6,252",5/15/2021,"52,782","3,290,111",1.6,
Tennessee,5/29/2021,"6,936",5/22/2021,"51,763","3,290,111",1.57,
Tennessee,6/5/2021,"8,095",5/29/2021,"52,894","3,290,111",1.61,
Tennessee,6/12/2021,"6,349",6/5/2021,"54,474","3,290,111",1.66,
Tennessee,6/19/2021,"4,998",6/12/2021,"52,998","3,290,111",1.61,
Tennessee,6/26/2021,"5,186",6/19/2021,"52,344","3,290,111",1.59,
Tennessee,7/3/2021,"6,596",6/26/2021,"51,731","3,290,111",1.57,
Tennessee,7/10/2021,"6,745",7/3/2021,"47,969","3,270,769",1.47,
Tennessee,7/17/2021,"6,147",7/10/2021,"48,362","3,270,769",1.48,
Tennessee,7/24/2021,"7,841",7/17/2021,"52,820","3,270,769",1.61,
Tennessee,7/31/2021,"4,841",7/24/2021,"52,687","3,270,769",1.61,
Tennessee,8/7/2021,"4,989",7/31/2021,"47,249","3,270,769",1.44,
Tennessee,8/14/2021,"4,678",8/7/2021,"45,129","3,270,769",1.38,
Tennessee,8/21/2021,"5,404",8/14/2021,"38,821","3,270,769",1.19,
Tennessee,8/28/2021,"7,258",8/21/2021,"37,111","3,270,769",1.13,
Tennessee,9/4/2021,"5,335",8/28/2021,"37,838","3,270,769",1.16,
Tennessee,9/11/2021,"4,490",9/4/2021,"36,139","3,270,769",1.1,
Tennessee,9/18/2021,"4,317",9/11/2021,"32,874","3,270,769",1.01,
Tennessee,9/25/2021,"4,215",9/18/2021,"31,640","3,270,769",0.97,
Tennessee,10/2/2021,"4,881",9/25/2021,"25,567","3,270,769",0.78,
Tennessee,10/9/2021,"3,892",10/2/2021,"25,144","3,255,585",0.77,
Tennessee,10/16/2021,"5,580",10/9/2021,"22,121","3,255,585",0.68,
Tennessee,10/23/2021,"4,786",10/16/2021,"20,728","3,255,585",0.64,
Tennessee,10/30/2021,"5,584",10/23/2021,"22,198","3,255,585",0.68,
Tennessee,11/6/2021,"7,995",10/30/2021,"23,347","3,255,585",0.72,
Texas,1/4/2020,"12,367",12/28/2019,"141,473","12,168,097",1.16,
Texas,1/11/2020,"21,902",1/4/2020,"140,768","12,236,594",1.15,
Texas,1/18/2020,"15,783",1/11/2020,"145,126","12,236,594",1.19,
Texas,1/25/2020,"13,070",1/18/2020,"132,656","12,236,594",1.08,
Texas,2/1/2020,"13,818",1/25/2020,"140,826","12,236,594",1.15,
Texas,2/8/2020,"13,869",2/1/2020,"128,666","12,236,594",1.05,
Texas,2/15/2020,"12,790",2/8/2020,"133,475","12,236,594",1.09,
Texas,2/22/2020,"12,047",2/15/2020,"127,275","12,236,594",1.04,
Texas,2/29/2020,"12,692",2/22/2020,"133,247","12,236,594",1.09,
Texas,3/7/2020,"14,355",2/29/2020,"125,252","12,236,594",1.02,
Texas,3/14/2020,"16,176",3/7/2020,"127,905","12,236,594",1.05,
Texas,3/21/2020,"155,426",3/14/2020,"126,427","12,236,594",1.03,
Texas,3/28/2020,"276,185",3/21/2020,"144,697","12,236,594",1.18,
Texas,4/4/2020,"315,167",3/28/2020,"374,656","12,236,594",3.06,
Texas,4/11/2020,"274,257",4/4/2020,"632,470","12,304,547",5.14,
Texas,4/18/2020,"280,761",4/11/2020,"911,923","12,304,547",7.41,
Texas,4/25/2020,"254,084",4/18/2020,"962,122","12,304,547",7.82,
Texas,5/2/2020,"243,935",4/25/2020,"1,133,324","12,304,547",9.21,
Texas,5/9/2020,"141,553",5/2/2020,"1,181,609","12,304,547",9.6,
Texas,5/16/2020,"134,065",5/9/2020,"1,300,576","12,304,547",10.57,
Texas,5/23/2020,"127,717",5/16/2020,"1,272,557","12,304,547",10.34,
Texas,5/30/2020,"106,677",5/23/2020,"1,401,773","12,304,547",11.39,
Texas,6/6/2020,"89,676",5/30/2020,"1,215,507","12,304,547",9.88,
Texas,6/13/2020,"94,723",6/6/2020,"1,297,296","12,304,547",10.54,
Texas,6/20/2020,"89,547",6/13/2020,"1,221,813","12,304,547",9.93,
Texas,6/27/2020,"96,593",6/20/2020,"1,301,714","12,304,547",10.58,
Texas,7/4/2020,"117,099",6/27/2020,"1,237,931","12,304,547",10.06,
Texas,7/11/2020,"105,516",7/4/2020,"1,313,086","12,372,188",10.61,
Texas,7/18/2020,"87,908",7/11/2020,"1,247,269","12,372,188",10.08,
Texas,7/25/2020,"76,804",7/18/2020,"1,338,900","12,372,188",10.82,
Texas,8/1/2020,"62,709",7/25/2020,"1,228,250","12,372,188",9.93,
Texas,8/8/2020,"52,304",8/1/2020,"1,221,540","12,372,188",9.87,
Texas,8/15/2020,"61,400",8/8/2020,"1,101,708","12,372,188",8.9,
Texas,8/22/2020,"52,152",8/15/2020,"1,091,961","12,372,188",8.83,
Texas,8/29/2020,"56,673",8/22/2020,"1,017,360","12,372,188",8.22,
Texas,9/5/2020,"65,291",8/29/2020,"1,043,117","12,372,188",8.43,
Texas,9/12/2020,"49,386",9/5/2020,"976,588","12,372,188",7.89,
Texas,9/19/2020,"48,426",9/12/2020,"953,168","12,372,188",7.7,
Texas,9/26/2020,"41,351",9/19/2020,"902,269","12,372,188",7.29,
Texas,10/3/2020,"42,338",9/26/2020,"803,025","12,372,188",6.49,
Texas,10/10/2020,"44,692",10/3/2020,"718,231","12,428,366",5.78,
Texas,10/17/2020,"45,308",10/10/2020,"682,194","12,428,366",5.49,
Texas,10/24/2020,"35,195",10/17/2020,"607,655","12,428,366",4.89,
Texas,10/31/2020,"37,601",10/24/2020,"558,341","12,428,366",4.49,
Texas,11/7/2020,"33,667",10/31/2020,"528,651","12,428,366",4.25,
Texas,11/14/2020,"38,883",11/7/2020,"497,520","12,428,366",4,
Texas,11/21/2020,"38,915",11/14/2020,"460,857","12,428,366",3.71,
Texas,11/28/2020,"24,792",11/21/2020,"354,191","12,428,366",2.85,
Texas,12/5/2020,"47,521",11/28/2020,"374,452","12,428,366",3.01,
Texas,12/12/2020,"38,645",12/5/2020,"388,906","12,428,366",3.13,
Texas,12/19/2020,"34,979",12/12/2020,"431,599","12,428,366",3.47,
Texas,12/26/2020,"31,448",12/19/2020,"367,766","12,428,366",2.96,
Texas,1/2/2021,"45,989",12/26/2020,"363,910","12,428,366",2.93,
Texas,1/9/2021,"64,721",1/2/2021,"357,646","12,180,973",2.94,
Texas,1/16/2021,"55,551",1/9/2021,"365,485","12,180,973",3,
Texas,1/23/2021,"53,848",1/16/2021,"343,257","12,180,973",2.82,
Texas,1/30/2021,"52,577",1/23/2021,"341,375","12,180,973",2.8,
Texas,2/6/2021,"47,022",1/30/2021,"337,647","12,180,973",2.77,
Texas,2/13/2021,"35,786",2/6/2021,"354,852","12,180,973",2.91,
Texas,2/20/2021,"36,401",2/13/2021,"326,288","12,180,973",2.68,
Texas,2/27/2021,"56,298",2/20/2021,"318,548","12,180,973",2.62,
Texas,3/6/2021,"49,366",2/27/2021,"315,582","12,180,973",2.59,
Texas,3/13/2021,"73,858",3/6/2021,"359,539","12,180,973",2.95,
Texas,3/20/2021,"81,457",3/13/2021,"296,868","12,180,973",2.44,
Texas,3/27/2021,"87,313",3/20/2021,"320,564","12,180,973",2.63,
Texas,4/3/2021,"83,988",3/27/2021,"299,526","12,180,973",2.46,
Texas,4/10/2021,"66,552",4/3/2021,"277,388","11,994,349",2.31,
Texas,4/17/2021,"46,516",4/10/2021,"283,654","11,994,349",2.36,
Texas,4/24/2021,"33,843",4/17/2021,"270,498","11,994,349",2.26,
Texas,5/1/2021,"30,225",4/24/2021,"249,368","11,994,349",2.08,
Texas,5/8/2021,"31,342",5/1/2021,"252,080","11,994,349",2.1,
Texas,5/15/2021,"27,568",5/8/2021,"228,786","11,994,349",1.91,
Texas,5/22/2021,"25,041",5/15/2021,"215,765","11,994,349",1.8,
Texas,5/29/2021,"21,927",5/22/2021,"206,486","11,994,349",1.72,
Texas,6/5/2021,"18,628",5/29/2021,"187,438","11,994,349",1.56,
Texas,6/12/2021,"21,755",6/5/2021,"196,601","11,994,349",1.64,
Texas,6/19/2021,"23,569",6/12/2021,"195,891","11,994,349",1.63,
Texas,6/26/2021,"19,571",6/19/2021,"197,679","11,994,349",1.65,
Texas,7/3/2021,"24,216",6/26/2021,"213,690","11,994,349",1.78,
Texas,7/10/2021,"34,307",7/3/2021,"157,043","11,848,728",1.33,
Texas,7/17/2021,"45,037",7/10/2021,"199,928","11,848,728",1.69,
Texas,7/24/2021,"33,883",7/17/2021,"194,094","11,848,728",1.64,
Texas,7/31/2021,"30,138",7/24/2021,"210,422","11,848,728",1.78,
Texas,8/7/2021,"31,042",7/31/2021,"190,232","11,848,728",1.61,
Texas,8/14/2021,"23,375",8/7/2021,"191,169","11,848,728",1.61,
Texas,8/21/2021,"20,335",8/14/2021,"179,271","11,848,728",1.51,
Texas,8/28/2021,"20,240",8/21/2021,"172,926","11,848,728",1.46,
Texas,9/4/2021,"20,327",8/28/2021,"161,734","11,848,728",1.36,
Texas,9/11/2021,"16,692",9/4/2021,"160,016","11,848,728",1.35,
Texas,9/18/2021,"16,861",9/11/2021,"139,207","11,848,728",1.17,
Texas,9/25/2021,"21,486",9/18/2021,"150,317","11,848,728",1.27,
Texas,10/2/2021,"19,110",9/25/2021,"131,490","11,848,728",1.11,
Texas,10/9/2021,"18,903",10/2/2021,"139,019","11,720,739",1.19,
Texas,10/16/2021,"16,825",10/9/2021,"127,771","11,720,739",1.09,
Texas,10/23/2021,"16,036",10/16/2021,"129,462","11,720,739",1.1,
Texas,10/30/2021,"15,106",10/23/2021,"124,690","11,720,739",1.06,
Texas,11/6/2021,"16,125",10/30/2021,"128,851","11,720,739",1.1,
Utah,1/4/2020,"1,518",12/28/2019,"11,328","1,454,279",0.78,
Utah,1/11/2020,"1,834",1/4/2020,"11,787","1,459,679",0.81,
Utah,1/18/2020,"1,458",1/11/2020,"12,061","1,459,679",0.83,
Utah,1/25/2020,"1,271",1/18/2020,"12,061","1,459,679",0.83,
Utah,2/1/2020,"1,290",1/25/2020,"11,872","1,459,679",0.81,
Utah,2/8/2020,"1,303",2/1/2020,"12,187","1,459,679",0.83,
Utah,2/15/2020,"1,097",2/8/2020,"12,131","1,459,679",0.83,
Utah,2/22/2020,"1,008",2/15/2020,"11,960","1,459,679",0.82,
Utah,2/29/2020,885,2/22/2020,"11,451","1,459,679",0.78,
Utah,3/7/2020,"1,015",2/29/2020,"11,077","1,459,679",0.76,
Utah,3/14/2020,"1,305",3/7/2020,"10,701","1,459,679",0.73,
Utah,3/21/2020,"19,690",3/14/2020,"10,826","1,459,679",0.74,
Utah,3/28/2020,"28,532",3/21/2020,"24,635","1,459,679",1.69,
Utah,4/4/2020,"33,040",3/28/2020,"45,161","1,459,679",3.09,
Utah,4/11/2020,"24,515",4/4/2020,"72,798","1,474,336",4.94,
Utah,4/18/2020,"19,649",4/11/2020,"88,281","1,474,336",5.99,
Utah,4/25/2020,"11,738",4/18/2020,"89,495","1,474,336",6.07,
Utah,5/2/2020,"8,992",4/25/2020,"92,872","1,474,336",6.3,
Utah,5/9/2020,"7,076",5/2/2020,"91,591","1,474,336",6.21,
Utah,5/16/2020,"6,228",5/9/2020,"86,298","1,474,336",5.85,
Utah,5/23/2020,"5,405",5/16/2020,"82,054","1,474,336",5.57,
Utah,5/30/2020,"4,948",5/23/2020,"79,316","1,474,336",5.38,
Utah,6/6/2020,"5,382",5/30/2020,"78,145","1,474,336",5.3,
Utah,6/13/2020,"4,803",6/6/2020,"75,383","1,474,336",5.11,
Utah,6/20/2020,"4,915",6/13/2020,"73,619","1,474,336",4.99,
Utah,6/27/2020,"4,965",6/20/2020,"72,216","1,474,336",4.9,
Utah,7/4/2020,"4,802",6/27/2020,"70,639","1,474,336",4.79,
Utah,7/11/2020,"4,792",7/4/2020,"69,999","1,483,888",4.72,
Utah,7/18/2020,"4,483",7/11/2020,"68,097","1,483,888",4.59,
Utah,7/25/2020,"3,709",7/18/2020,"66,351","1,483,888",4.47,
Utah,8/1/2020,"3,098",7/25/2020,"64,015","1,483,888",4.31,
Utah,8/8/2020,"2,881",8/1/2020,"57,868","1,483,888",3.9,
Utah,8/15/2020,"2,983",8/8/2020,"51,910","1,483,888",3.5,
Utah,8/22/2020,"2,980",8/15/2020,"46,806","1,483,888",3.15,
Utah,8/29/2020,"2,587",8/22/2020,"40,081","1,483,888",2.7,
Utah,9/5/2020,"2,593",8/29/2020,"34,778","1,483,888",2.34,
Utah,9/12/2020,"2,283",9/5/2020,"30,858","1,483,888",2.08,
Utah,9/19/2020,"2,545",9/12/2020,"28,362","1,483,888",1.91,
Utah,9/26/2020,"2,460",9/19/2020,"25,803","1,483,888",1.74,
Utah,10/3/2020,"2,575",9/26/2020,"23,562","1,483,888",1.59,
Utah,10/10/2020,"2,726",10/3/2020,"21,265","1,486,205",1.43,
Utah,10/17/2020,"2,490",10/10/2020,"19,081","1,486,205",1.28,
